"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US31093","Howard County, Nebraska","2494","103","4.0","2.2","2.2","1.1","7.5","2.9","6.5","2.1","14.8","3.6","15.6","3.6","17.4","3.2","18.8","3.8","8.0","2.8","5.3","2.2","74508","6586","87091","6796","40.7","(X)","(X)","(X)","(X)","(X)","1754","118","0.6","0.8","0.4","0.6","1.3","1.2","3.5","1.9","13.6","4.1","15.6","4.3","21.8","4.2","25.8","4.9","9.9","3.5","7.6","3.1","90463","8451","106639","8396","(X)","(X)","40.4","(X)","(X)","(X)","1496","106","0.0","1.7","0.5","0.7","1.4","1.3","1.9","1.3","11.4","4.6","14.4","4.2","22.1","4.6","28.9","5.5","10.9","4.2","8.4","3.2","97500","7608","N","N","(X)","(X)","(X)","(X)","(X)","(X)","740","118","13.4","7.1","6.5","3.5","22.2","8.4","14.5","5.4","16.4","6.2","17.3","5.2","5.7","2.7","4.2","3.0","0.0","3.3","0.0","3.3","30583","5790","36790","5176","(X)","(X)","(X)","(X)","39.9","(X)",
"0500000US31095","Jefferson County, Nebraska","3114","119","4.6","2.0","5.3","2.6","6.8","2.1","9.6","2.9","13.9","3.0","19.5","3.3","15.1","3.2","15.7","2.7","6.5","2.4","3.0","1.5","60568","5179","73820","5292","38.0","(X)","(X)","(X)","(X)","(X)","1804","141","1.3","1.1","5.5","4.0","1.9","1.7","5.5","3.0","9.5","3.5","21.9","4.8","18.4","3.9","22.2","4.1","8.7","2.8","5.0","2.5","78295","8502","91571","7448","(X)","(X)","37.1","(X)","(X)","(X)","1577","143","0.1","0.1","5.9","4.5","1.7","1.7","3.9","2.2","6.5","2.5","22.2","4.9","19.9","4.2","24.7","4.6","10.0","3.2","5.2","2.8","86354","8296","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1310","142","9.2","4.4","7.2","3.9","14.2","5.3","15.3","5.2","22.7","5.9","14.3","6.9","9.5","4.6","4.1","2.3","3.3","4.7","0.2","0.5","37328","4783","45729","6711","(X)","(X)","(X)","(X)","37.3","(X)",
"0500000US31097","Johnson County, Nebraska","1750","73","3.4","1.5","3.8","1.3","5.2","1.9","10.5","3.5","19.4","4.0","18.1","3.5","12.8","2.9","18.1","3.4","6.4","2.4","2.3","1.3","59457","7646","73510","5499","35.8","(X)","(X)","(X)","(X)","(X)","1150","100","1.8","1.2","1.3","1.1","3.2","2.0","5.7","3.3","17.8","6.5","18.5","4.5","15.2","3.7","25.4","5.2","7.9","3.3","3.0","1.9","76452","9806","86555","7046","(X)","(X)","38.1","(X)","(X)","(X)","913","101","1.1","1.0","0.2","0.4","2.6","1.9","1.1","0.7","15.4","6.4","19.6","5.2","17.0","4.6","29.9","6.2","9.7","4.1","3.3","2.2","90956","14329","N","N","(X)","(X)","(X)","(X)","(X)","(X)","600","98","6.5","3.8","8.5","3.0","10.7","5.1","21.2","7.5","19.8","7.8","16.7","5.3","10.2","4.6","3.5","2.3","2.3","2.3","0.7","0.7","36439","3356","45798","4648","(X)","(X)","(X)","(X)","30.5","(X)",
"0500000US31099","Kearney County, Nebraska","2730","88","3.0","2.0","3.8","2.2","6.2","2.8","5.1","2.3","9.9","2.9","19.8","4.0","14.2","4.1","21.9","3.7","8.0","2.6","8.0","2.6","79167","8116","104859","10951","34.0","(X)","(X)","(X)","(X)","(X)","1876","122","3.5","2.5","1.8","1.8","1.2","1.0","2.6","1.8","7.5","2.8","17.5","5.1","16.8","5.1","29.3","4.7","9.4","3.2","10.4","3.5","98828","12422","123171","14346","(X)","(X)","31.4","(X)","(X)","(X)","1604","129","0.3","0.3","0.8","0.9","0.7","0.5","2.4","2.0","4.4","2.0","17.1","5.2","18.8","5.7","33.2","5.2","11.0","3.8","11.1","3.7","106738","8312","N","N","(X)","(X)","(X)","(X)","(X)","(X)","854","114","4.1","2.5","10.8","6.8","17.0","8.1","10.7","5.5","18.7","7.1","21.7","6.7","7.7","4.6","1.8","1.6","4.9","4.0","2.7","2.8","40192","6880","59541","14535","(X)","(X)","(X)","(X)","37.5","(X)",
"0500000US31101","Keith County, Nebraska","3946","169","6.6","2.3","4.5","2.1","7.3","2.4","9.0","2.2","13.6","3.3","22.1","3.6","14.3","2.9","11.8","2.2","5.9","2.2","5.0","1.7","58132","4696","75280","5396","31.6","(X)","(X)","(X)","(X)","(X)","2246","175","2.8","2.0","1.5","1.7","2.1","1.3","4.8","1.8","11.8","4.0","23.2","5.4","18.6","4.3","18.3","3.6","9.1","3.8","7.8","2.6","77823","4687","98143","8175","(X)","(X)","34.0","(X)","(X)","(X)","1989","163","0.4","0.6","0.0","1.2","2.2","1.4","3.8","1.8","11.4","3.9","24.4","5.4","19.8","4.8","19.5","3.9","10.1","4.2","8.6","2.9","81958","8752","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1700","178","11.6","4.1","8.5","3.9","14.3","5.1","14.8","5.1","16.6","6.6","20.6","5.6","7.7","4.1","4.1","2.3","0.6","1.0","1.2","1.3","35670","6657","44083","4231","(X)","(X)","(X)","(X)","28.2","(X)",
"0500000US31103","Keya Paha County, Nebraska","327","40","4.6","3.0","4.3","4.2","13.8","6.3","8.9","5.0","11.6","4.9","17.4","6.6","9.5","3.7","11.6","4.0","10.7","6.0","7.6","5.1","60313","14467","84909","15086","49.8","(X)","(X)","(X)","(X)","(X)","230","42","0.0","10.3","2.2","3.6","8.7","6.1","8.7","6.6","13.9","6.0","22.2","8.3","10.4","4.8","13.9","5.5","9.1","6.0","10.9","7.1","70250","11922","97984","18268","(X)","(X)","53.5","(X)","(X)","(X)","187","38","0.0","12.5","0.5","1.7","8.0","6.1","10.7","8.0","13.9","6.8","21.4","8.8","12.8","5.9","12.8","6.2","11.2","7.3","8.6","6.0","71094","14021","N","N","(X)","(X)","(X)","(X)","(X)","(X)","97","29","15.5","9.4","9.3","9.8","25.8","12.6","9.3","6.6","9.3","7.4","9.3","10.5","4.1","5.0","3.1","4.2","14.4","11.0","0.0","22.5","24896","9989","51191","16716","(X)","(X)","(X)","(X)","41.2","(X)",
"0500000US31105","Kimball County, Nebraska","1531","109","4.4","2.2","3.7","2.6","12.4","5.2","6.3","3.3","14.6","4.0","23.6","4.8","15.2","3.5","14.2","4.2","2.4","1.6","3.3","1.7","59438","6614","74329","9754","39.3","(X)","(X)","(X)","(X)","(X)","902","99","1.9","1.9","0.0","2.7","7.3","5.9","3.1","2.6","14.1","4.6","28.3","8.5","16.6","4.9","19.8","7.2","4.0","2.7","4.9","3.3","71111","5424","92985","17062","(X)","(X)","38.0","(X)","(X)","(X)","655","91","0.5","0.7","0.0","3.7","1.7","2.3","2.1","1.9","11.3","5.0","30.1","9.1","20.3","6.2","22.1","8.5","5.2","3.7","6.7","4.5","79306","9352","N","N","(X)","(X)","(X)","(X)","(X)","(X)","629","106","10.3","5.2","7.9","6.2","20.0","8.0","13.2","7.3","20.2","8.0","15.9","8.0","7.8","4.7","3.5","2.7","0.0","3.9","1.1","1.6","34448","4196","41838","8258","(X)","(X)","(X)","(X)","37.5","(X)",
"0500000US31107","Knox County, Nebraska","3235","118","4.9","1.4","4.9","1.6","7.6","1.4","8.9","1.8","13.2","2.2","16.4","2.3","17.2","2.3","16.8","2.1","6.7","1.9","3.4","0.9","64821","3247","79345","4307","39.9","(X)","(X)","(X)","(X)","(X)","2166","135","3.2","1.2","0.8","0.5","4.3","1.5","6.0","1.7","11.5","2.8","18.1","3.0","21.1","2.9","21.4","2.7","8.9","2.3","4.4","1.4","83233","5572","92618","5077","(X)","(X)","42.8","(X)","(X)","(X)","1823","122","2.2","1.2","0.0","1.4","2.9","1.2","5.5","1.8","10.7","2.9","16.2","3.2","23.3","3.5","23.9","3.1","10.4","2.8","4.9","1.6","90587","5073","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1069","104","8.9","3.2","13.4","4.5","14.5","3.3","14.6","4.3","17.5","4.4","13.4","3.7","7.4","3.2","7.0","3.4","2.2","2.1","1.2","1.0","34353","2573","50593","7740","(X)","(X)","(X)","(X)","34.0","(X)",
"0500000US31109","Lancaster County, Nebraska","132162","682","4.7","0.4","2.8","0.4","6.2","0.6","7.8","0.7","12.0","0.7","17.8","0.9","13.8","0.8","17.8","0.8","8.1","0.6","8.9","0.6","72625","1552","99064","2279","33.3","(X)","(X)","(X)","(X)","(X)","77258","1250","2.5","0.5","1.0","0.4","3.3","0.6","4.1","0.6","8.7","0.7","16.1","0.9","15.2","1.1","24.1","1.3","11.8","0.9","13.3","0.9","98694","2202","125481","3484","(X)","(X)","34.0","(X)","(X)","(X)","59980","1216","1.1","0.3","0.3","0.2","1.8","0.3","2.7","0.5","5.5","0.8","14.3","1.1","15.2","1.2","28.4","1.5","14.0","1.0","16.6","1.2","113621","2267","143015","4160","(X)","(X)","(X)","(X)","(X)","(X)","54904","1342","8.5","0.9","5.5","0.8","10.5","1.1","13.2","1.3","17.9","1.3","21.1","1.5","10.8","1.0","7.7","0.9","2.5","0.5","2.4","0.4","44924","1448","58971","1981","(X)","(X)","(X)","(X)","31.5","(X)",
"0500000US31111","Lincoln County, Nebraska","14585","405","3.8","1.3","5.3","2.0","8.9","1.7","8.7","1.6","12.2","2.1","18.6","2.5","15.0","2.0","16.1","2.0","7.2","1.2","4.2","0.8","64342","3926","78527","3117","33.5","(X)","(X)","(X)","(X)","(X)","8824","438","3.2","1.5","1.3","1.2","5.2","1.7","8.5","2.1","9.1","2.2","17.2","3.2","19.2","3.2","20.7","2.7","9.5","1.5","6.1","1.3","82305","3435","93902","3769","(X)","(X)","34.1","(X)","(X)","(X)","6738","429","1.8","1.1","0.1","0.1","3.9","1.6","5.3","2.0","7.0","2.3","15.0","3.3","21.2","3.8","26.0","3.5","11.7","1.8","7.8","1.7","97105","3568","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5761","503","5.9","2.7","11.5","4.5","14.8","3.7","10.1","3.0","17.1","4.0","20.4","3.9","8.2","2.6","7.0","2.9","3.6","1.9","1.3","0.9","39299","3837","52094","4470","(X)","(X)","(X)","(X)","31.9","(X)",
"0500000US31113","Logan County, Nebraska","311","38","4.8","3.8","8.0","4.9","1.0","1.0","11.3","6.0","10.0","6.6","17.7","6.5","18.0","5.7","14.1","4.4","11.9","5.2","3.2","2.0","71650","6905","104642","24481","34.1","(X)","(X)","(X)","(X)","(X)","232","32","3.9","3.0","2.6","4.0","0.0","10.2","4.3","3.3","6.5","7.5","21.1","8.5","22.8","6.9","18.5","5.5","15.9","6.4","4.3","2.8","84583","8572","129210","31891","(X)","(X)","31.9","(X)","(X)","(X)","213","32","4.2","3.3","2.8","4.3","0.0","11.1","4.7","3.6","7.0","8.1","20.2","8.6","22.5","7.8","16.4","5.3","17.4","7.0","4.7","3.0","83854","7851","N","N","(X)","(X)","(X)","(X)","(X)","(X)","79","24","10.1","10.3","24.1","15.0","3.8","3.9","31.6","17.0","17.7","9.9","11.4","11.4","0.0","26.6","1.3","3.1","0.0","26.6","0.0","26.6","28036","6980","30615","6375","(X)","(X)","(X)","(X)","40.5","(X)",
"0500000US31115","Loup County, Nebraska","249","39","10.4","8.7","4.8","4.2","9.2","5.6","6.8","5.9","13.7","5.0","12.0","5.8","25.3","8.7","10.8","6.3","4.4","3.4","2.4","2.0","60156","20451","66439","10176","34.1","(X)","(X)","(X)","(X)","(X)","161","35","0.0","14.3","1.9","1.8","5.6","5.9","9.9","8.2","14.9","6.3","12.4","7.2","28.0","10.4","16.8","9.0","6.8","5.1","3.7","3.0","77708","8851","83439","10189","(X)","(X)","36.6","(X)","(X)","(X)","141","32","0.0","16.2","2.1","2.1","1.4","2.0","9.9","8.2","12.8","6.9","14.2","8.2","28.4","11.7","19.1","10.0","7.8","6.0","4.3","3.5","81563","11290","N","N","(X)","(X)","(X)","(X)","(X)","(X)","88","30","29.5","20.3","10.2","10.8","15.9","13.2","1.1","2.9","11.4","8.7","11.4","9.1","20.5","15.7","0.0","24.4","0.0","24.4","0.0","24.4","-","**","35335","12422","(X)","(X)","(X)","(X)","29.5","(X)",
"0500000US31117","McPherson County, Nebraska","196","32","0.5","1.5","0.5","1.0","5.6","3.0","12.2","6.0","16.3","7.0","24.0","11.4","12.8","6.7","16.3","6.7","7.1","4.1","4.6","3.9","61316","7542","80734","12308","48.0","(X)","(X)","(X)","(X)","(X)","147","32","0.7","1.9","0.0","15.6","2.0","2.2","4.8","4.0","12.2","7.6","32.0","14.0","21.8","9.7","15.6","7.8","8.2","5.3","2.7","3.0","71250","18043","86527","12547","(X)","(X)","44.2","(X)","(X)","(X)","143","33","0.7","2.0","0.0","16.0","2.1","2.2","4.9","4.1","12.6","7.8","31.5","14.2","21.0","9.6","16.1","7.9","8.4","5.4","2.8","3.1","71250","19112","N","N","(X)","(X)","(X)","(X)","(X)","(X)","49","16","0.0","37.1","2.0","4.1","16.3","10.7","34.7","18.7","28.6","14.1","0.0","37.1","4.1","5.8","0.0","37.1","4.1","4.8","10.2","12.7","31563","6528","62012","30085","(X)","(X)","(X)","(X)","40.8","(X)",
"0500000US31119","Madison County, Nebraska","14152","275","6.3","1.3","3.7","1.0","7.4","1.5","7.2","1.5","12.2","2.0","21.2","2.0","14.0","1.7","16.0","1.7","5.8","1.1","6.2","1.2","64637","2901","88101","5173","41.1","(X)","(X)","(X)","(X)","(X)","8690","393","3.5","1.2","0.5","0.5","2.6","1.1","4.6","1.2","10.3","2.1","22.0","2.5","17.1","2.2","22.3","2.4","8.7","1.8","8.5","1.6","85143","3355","107294","6252","(X)","(X)","40.9","(X)","(X)","(X)","6832","328","1.6","1.0","0.5","0.5","1.2","0.7","3.0","1.3","7.5","2.0","20.8","2.6","18.9","2.7","25.5","2.6","10.5","2.2","10.6","2.0","92895","7162","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5462","404","12.4","2.8","8.9","2.2","15.1","3.1","11.7","3.4","15.6","3.7","20.9","3.9","8.5","2.2","4.1","1.7","0.3","0.3","2.4","1.3","36256","3382","53367","8134","(X)","(X)","(X)","(X)","39.9","(X)",
"0500000US31121","Merrick County, Nebraska","3210","103","7.1","2.7","2.1","1.0","8.9","2.5","6.0","2.0","13.5","3.5","19.9","3.8","16.3","2.7","16.8","2.9","5.0","1.9","4.5","1.6","62849","5004","80526","7528","39.5","(X)","(X)","(X)","(X)","(X)","2057","137","1.1","0.8","0.9","0.6","3.4","2.0","4.9","2.5","11.5","3.8","22.3","4.7","20.3","3.5","21.7","4.1","7.6","3.0","6.3","2.3","83087","9132","96257","7516","(X)","(X)","37.3","(X)","(X)","(X)","1681","157","0.7","0.5","0.8","0.7","0.5","0.5","5.1","2.7","9.1","3.4","19.0","3.8","22.4","4.1","25.6","4.7","9.0","3.6","7.7","2.7","91094","5687","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1153","142","18.0","6.6","4.2","2.5","23.4","6.8","7.2","2.8","15.4","6.8","15.3","5.5","9.4","4.1","5.9","3.5","0.0","2.1","1.2","1.6","29803","14946","49230","15770","(X)","(X)","(X)","(X)","40.1","(X)",
"0500000US31123","Morrill County, Nebraska","1890","85","7.7","2.6","4.6","2.3","11.5","3.1","9.6","3.0","8.7","3.1","17.4","3.6","12.0","2.9","15.9","3.7","8.8","3.0","3.8","1.7","59773","4679","78536","8236","42.6","(X)","(X)","(X)","(X)","(X)","1207","90","3.6","2.1","0.1","0.3","6.5","3.5","6.0","3.1","6.4","3.4","21.4","4.5","16.7","4.2","20.7","5.2","13.4","4.7","5.2","2.6","82750","6186","98001","9480","(X)","(X)","43.8","(X)","(X)","(X)","963","106","1.7","1.3","0.0","2.6","3.5","2.1","2.4","1.3","4.5","2.6","21.4","5.2","19.3","4.9","23.9","5.8","16.8","5.8","6.5","3.3","94735","10408","N","N","(X)","(X)","(X)","(X)","(X)","(X)","683","97","14.9","6.4","12.6","6.4","21.1","6.2","16.0","7.0","12.9","5.1","10.4","5.0","4.4","3.0","6.4","3.6","0.0","3.6","1.3","1.4","25679","4416","42816","11742","(X)","(X)","(X)","(X)","39.7","(X)",
"0500000US31125","Nance County, Nebraska","1346","67","2.2","1.4","4.6","2.3","10.9","3.8","9.0","3.2","10.7","2.9","19.1","3.6","18.1","4.3","12.3","3.0","10.0","3.2","3.2","1.8","65438","6244","81309","9270","37.7","(X)","(X)","(X)","(X)","(X)","857","66","0.8","1.1","0.8","1.0","3.2","2.2","8.5","3.8","9.0","3.4","21.1","5.1","21.8","5.5","15.2","3.7","15.4","4.9","4.2","2.4","81131","8260","100253","12633","(X)","(X)","35.0","(X)","(X)","(X)","709","69","0.4","0.9","0.0","3.5","1.8","2.0","5.1","2.8","4.2","2.1","23.1","5.6","25.0","6.7","17.1","4.1","18.2","5.6","5.1","2.9","88060","5334","N","N","(X)","(X)","(X)","(X)","(X)","(X)","489","69","4.5","3.3","11.2","5.8","24.5","8.7","10.2","4.8","18.6","7.5","15.5","5.0","8.2","4.0","5.3","4.0","0.4","0.6","1.4","1.6","34728","6296","44922","7110","(X)","(X)","(X)","(X)","38.4","(X)",
"0500000US31127","Nemaha County, Nebraska","2812","153","5.2","2.4","4.3","2.7","7.8","3.1","12.2","2.9","10.2","3.2","18.0","3.7","14.9","4.7","11.3","2.3","9.7","3.2","6.4","2.2","60132","8088","88735","10714","28.3","(X)","(X)","(X)","(X)","(X)","1627","145","3.3","2.5","1.9","2.5","0.8","0.6","6.6","3.3","15.5","7.1","19.1","4.9","11.7","4.2","16.7","3.8","14.9","5.2","9.5","3.6","81006","17039","110497","16856","(X)","(X)","29.7","(X)","(X)","(X)","1247","143","3.0","2.6","0.0","2.0","0.6","0.6","7.3","3.8","6.0","3.3","18.9","5.1","12.3","4.3","19.9","4.6","19.5","6.0","12.3","4.5","107159","17907","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1185","159","7.8","4.3","10.2","6.1","17.5","6.9","18.6","5.8","10.2","4.2","16.7","5.7","11.1","5.9","3.9","2.4","2.0","1.7","2.1","1.8","32526","3413","54567","12019","(X)","(X)","(X)","(X)","26.2","(X)",
"0500000US31129","Nuckolls County, Nebraska","1819","102","4.3","2.1","2.9","1.1","8.1","2.8","8.2","2.2","10.7","2.7","19.7","4.2","18.6","3.9","15.9","3.4","5.5","2.3","6.2","2.4","70201","9539","90509","10176","32.9","(X)","(X)","(X)","(X)","(X)","1145","89","1.4","1.1","1.3","1.2","2.4","1.4","3.6","1.7","7.5","3.2","22.1","5.0","24.5","5.9","19.7","4.7","8.3","3.5","9.3","3.9","84840","5417","115048","16174","(X)","(X)","32.1","(X)","(X)","(X)","1013","93","0.4","0.4","1.5","1.3","2.2","1.5","1.8","1.1","5.4","3.1","20.0","4.7","26.9","6.6","22.0","5.4","9.4","3.9","10.5","4.4","89107","5159","N","N","(X)","(X)","(X)","(X)","(X)","(X)","674","105","9.9","5.4","5.0","2.5","17.8","7.1","16.0","4.9","16.0","4.8","15.7","6.3","8.6","4.8","9.2","6.0","0.7","1.3","0.9","1.0","36538","9424","48401","7567","(X)","(X)","(X)","(X)","34.3","(X)",
"0500000US31131","Otoe County, Nebraska","6423","183","3.1","1.2","3.1","1.7","8.0","2.2","6.3","1.8","11.1","2.0","15.2","2.5","14.5","2.4","20.0","2.9","10.9","2.2","7.7","1.6","81430","4989","100837","5322","36.4","(X)","(X)","(X)","(X)","(X)","4173","223","2.5","1.2","2.7","2.1","4.0","2.2","2.1","1.0","7.3","2.2","13.2","2.7","14.4","2.9","27.7","3.7","15.0","3.2","11.1","2.4","106490","5949","121737","6902","(X)","(X)","36.8","(X)","(X)","(X)","3434","214","1.5","1.1","1.5","1.6","2.4","1.4","1.7","0.8","4.7","1.6","12.4","3.3","14.9","3.2","30.3","4.5","17.7","3.8","12.9","2.8","122016","12435","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2250","217","5.4","2.9","4.2","2.7","15.3","4.4","13.7","4.7","20.3","4.3","21.1","5.2","9.7","3.1","5.6","2.9","3.3","2.3","1.6","1.3","44631","4129","58812","9145","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US31133","Pawnee County, Nebraska","1077","69","5.0","2.3","6.5","3.4","11.9","3.2","9.6","3.1","14.2","3.9","21.4","5.0","11.3","4.3","13.3","3.3","4.5","2.0","2.4","1.6","54926","8187","68894","7725","38.4","(X)","(X)","(X)","(X)","(X)","645","71","0.2","0.4","2.0","1.5","6.8","3.9","8.4","4.4","8.7","4.1","26.0","6.9","16.6","6.6","21.9","5.4","5.4","3.1","4.0","2.7","72386","7571","91084","10821","(X)","(X)","36.1","(X)","(X)","(X)","519","72","0.0","4.7","1.0","1.0","5.8","3.7","4.6","3.1","10.4","5.0","22.7","7.1","20.0","7.9","24.9","6.6","6.7","3.8","3.9","2.6","76875","5926","N","N","(X)","(X)","(X)","(X)","(X)","(X)","432","65","12.5","5.4","13.9","6.9","19.9","6.7","11.3","3.7","21.3","7.9","14.1","6.5","3.5","2.8","1.4","1.3","2.1","1.8","0.0","5.6","30208","8926","35292","4624","(X)","(X)","(X)","(X)","40.3","(X)",
"0500000US31135","Perkins County, Nebraska","1162","58","2.2","1.5","5.2","2.9","8.9","2.9","8.3","3.8","11.3","2.5","19.4","4.2","11.7","3.1","19.3","3.7","9.6","4.0","4.2","1.9","67500","7710","85470","7542","32.6","(X)","(X)","(X)","(X)","(X)","752","70","1.3","0.9","1.1","1.3","3.1","2.4","8.5","5.4","9.8","3.4","18.2","4.9","16.1","4.1","27.4","4.8","9.6","4.2","4.9","2.4","85200","6365","98805","7733","(X)","(X)","31.4","(X)","(X)","(X)","664","72","0.9","0.7","1.2","1.5","2.0","2.2","7.5","5.6","8.6","3.3","17.0","4.7","16.7","4.2","29.7","4.9","10.8","4.6","5.6","2.7","90417","16016","N","N","(X)","(X)","(X)","(X)","(X)","(X)","410","75","4.9","3.8","12.7","7.7","20.7","8.7","7.1","4.1","12.9","5.7","21.7","6.9","3.9","2.7","4.4","3.3","8.8","6.8","2.9","3.1","37262","11595","59690","13791","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US31137","Phelps County, Nebraska","3819","115","6.2","2.2","5.9","2.9","10.3","2.7","6.7","2.6","10.9","2.6","14.3","2.7","15.0","3.1","18.8","2.8","5.6","1.3","6.5","1.8","65988","6679","90370","8602","34.0","(X)","(X)","(X)","(X)","(X)","2265","153","4.5","1.9","0.8","1.1","6.8","3.1","3.5","2.5","7.2","2.5","15.9","3.3","17.9","4.5","27.5","4.5","7.3","2.2","8.6","2.6","91205","8521","110183","10738","(X)","(X)","33.1","(X)","(X)","(X)","1850","151","0.2","0.2","1.0","1.4","4.2","3.0","2.9","2.5","7.0","2.9","12.7","3.5","21.1","5.3","31.5","5.0","9.0","2.6","10.4","3.1","102891","8037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1554","177","8.6","4.2","13.2","6.4","18.7","5.5","11.3","4.5","14.0","4.8","14.7","5.1","9.8","3.6","4.8","3.0","1.6","1.2","3.4","2.3","33750","5562","58353","15209","(X)","(X)","(X)","(X)","33.9","(X)",
"0500000US31139","Pierce County, Nebraska","2859","71","6.4","2.1","1.6","0.9","5.4","1.6","6.5","2.2","15.1","3.6","14.1","3.1","17.0","2.9","22.1","3.4","5.2","1.6","6.5","2.2","75938","8053","88305","5279","39.1","(X)","(X)","(X)","(X)","(X)","2049","82","3.5","1.6","0.6","0.7","2.7","1.6","5.0","2.2","14.8","4.4","12.6","3.5","19.3","3.7","26.2","4.4","6.6","2.1","8.7","2.9","85417","7377","100564","6532","(X)","(X)","42.9","(X)","(X)","(X)","1794","89","2.1","1.3","0.7","0.8","1.7","1.0","3.3","1.7","14.0","4.6","12.5","4.0","19.2","4.0","29.1","4.8","7.4","2.4","10.0","3.4","94375","8552","N","N","(X)","(X)","(X)","(X)","(X)","(X)","810","88","14.6","6.0","4.0","2.2","12.2","4.0","11.4","4.8","17.5","5.5","17.0","6.1","9.3","3.5","11.4","5.8","1.7","1.8","1.0","1.0","44125","8400","55673","8853","(X)","(X)","(X)","(X)","27.8","(X)",
"0500000US31141","Platte County, Nebraska","13398","254","2.0","0.8","4.4","1.6","7.5","1.8","6.9","1.5","11.6","2.1","19.1","2.5","14.7","2.1","20.4","2.5","7.9","1.6","5.7","1.2","72335","4646","92116","4625","34.7","(X)","(X)","(X)","(X)","(X)","8810","403","1.1","0.7","1.2","0.6","4.6","1.5","5.3","1.9","8.8","2.0","18.1","2.9","18.4","2.9","24.7","3.3","11.0","2.2","6.7","1.7","92663","6258","107952","7019","(X)","(X)","35.4","(X)","(X)","(X)","6912","397","0.6","0.5","0.8","0.6","3.1","1.8","4.2","2.0","4.6","1.7","14.3","2.6","21.2","3.5","28.7","3.5","14.0","2.7","8.6","2.3","101014","3530","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4588","414","3.6","1.9","10.5","4.2","14.1","4.2","9.9","3.1","18.3","4.7","23.5","4.7","8.3","2.7","8.7","3.3","0.3","0.4","2.9","1.6","43078","3157","56277","6861","(X)","(X)","(X)","(X)","31.1","(X)",
